Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-11-28 00:00:00+05:30,640.0999755859375,641.5250244140625,631.0,632.6500244140625,599.2306518554688,12366040,0.0,0.0
2019-11-29 00:00:00+05:30,633.8499755859375,639.9500122070312,626.0,637.4749755859375,603.8007202148438,15567626,0.0,0.0
2019-12-02 00:00:00+05:30,636.9749755859375,636.9749755859375,629.2999877929688,632.875,599.4437255859375,8946204,0.0,0.0
2019-12-03 00:00:00+05:30,634.0999755859375,634.5,626.9000244140625,627.7000122070312,594.5421752929688,6991906,0.0,0.0
2019-12-04 00:00:00+05:30,626.25,628.4500122070312,617.0999755859375,625.8250122070312,592.7662353515625,11395614,0.0,0.0
2019-12-05 00:00:00+05:30,627.7999877929688,629.375,620.375,622.7999877929688,589.9009399414062,12772494,0.0,0.0
2019-12-06 00:00:00+05:30,624.4749755859375,630.0,619.0999755859375,623.0250244140625,590.1141357421875,13774650,0.0,0.0
2019-12-09 00:00:00+05:30,624.75,624.9249877929688,618.7750244140625,621.4749755859375,588.6460571289062,8265350,0.0,0.0
2019-12-10 00:00:00+05:30,625.5,626.8250122070312,622.5499877929688,624.75,591.7479248046875,9788900,0.0,0.0
2019-12-11 00:00:00+05:30,625.0499877929688,627.0,621.25,624.375,591.3927612304688,11054642,0.0,0.0
2019-12-12 00:00:00+05:30,626.5,634.7249755859375,626.5,631.7999877929688,598.425537109375,12913148,0.0,0.0
2019-12-13 00:00:00+05:30,632.5,636.1749877929688,629.625,631.9249877929688,598.5439453125,11775186,0.0,0.0
2019-12-16 00:00:00+05:30,634.625,635.0,624.0999755859375,628.6749877929688,595.4655151367188,11327576,0.0,0.0
2019-12-17 00:00:00+05:30,630.0,637.4000244140625,627.6749877929688,635.5499877929688,601.9774780273438,12427354,0.0,0.0
2019-12-18 00:00:00+05:30,641.5,649.5,636.8250122070312,646.1749877929688,612.041259765625,17447172,0.0,0.0
2019-12-19 00:00:00+05:30,652.5,652.75,643.0499877929688,644.4000244140625,610.3599853515625,13018376,0.0,0.0
2019-12-20 00:00:00+05:30,644.375,649.7999877929688,640.0250244140625,648.3499755859375,614.101318359375,15026044,0.0,0.0
2019-12-23 00:00:00+05:30,649.5,652.0,644.4000244140625,651.2000122070312,616.80078125,10195782,0.0,0.0
2019-12-24 00:00:00+05:30,649.2999877929688,650.5499877929688,643.4749755859375,644.5750122070312,610.5258178710938,7179208,0.0,0.0
2019-12-26 00:00:00+05:30,644.8499755859375,645.9249877929688,632.3250122070312,635.2249755859375,601.6696166992188,14949758,0.0,0.0
2019-12-27 00:00:00+05:30,636.0,639.5,635.0,637.5,603.8245239257812,7092992,0.0,0.0
2019-12-30 00:00:00+05:30,641.0,644.375,637.0250244140625,641.0750122070312,607.210693359375,9334190,0.0,0.0
2019-12-31 00:00:00+05:30,640.9749755859375,640.9749755859375,634.3250122070312,636.0499877929688,602.4510498046875,8357056,0.0,0.0
2020-01-01 00:00:00+05:30,638.0499877929688,640.0,635.2999877929688,639.2999877929688,605.5293579101562,3673698,0.0,0.0
2020-01-02 00:00:00+05:30,639.5,644.0,639.5,643.375,609.38916015625,6137166,0.0,0.0
2020-01-03 00:00:00+05:30,641.0999755859375,642.5,631.7999877929688,634.2000122070312,600.6987915039062,10855550,0.0,0.0
2020-01-06 00:00:00+05:30,630.0,630.9000244140625,618.0,620.4749755859375,587.69873046875,10890186,0.0,0.0
2020-01-07 00:00:00+05:30,629.4500122070312,635.7249755859375,626.125,630.2999877929688,597.0048217773438,14724494,0.0,0.0
2020-01-08 00:00:00+05:30,623.4749755859375,631.0750122070312,620.0250244140625,628.6500244140625,595.4420166015625,11332110,0.0,0.0
2020-01-09 00:00:00+05:30,632.5,637.9000244140625,631.5499877929688,635.7000122070312,602.1195678710938,9546316,0.0,0.0
2020-01-10 00:00:00+05:30,642.0499877929688,643.4500122070312,637.5499877929688,641.3499755859375,607.4710693359375,9214580,0.0,0.0
2020-01-13 00:00:00+05:30,641.3499755859375,648.25,638.0,643.0,609.0338745117188,7451568,0.0,0.0
2020-01-14 00:00:00+05:30,644.5,646.2750244140625,638.75,644.75,610.6914672851562,7886290,0.0,0.0
2020-01-15 00:00:00+05:30,643.2000122070312,643.9749755859375,637.0499877929688,642.125,608.2051391601562,11787448,0.0,0.0
2020-01-16 00:00:00+05:30,641.0250244140625,645.5,639.6749877929688,643.8250122070312,609.8153686523438,7150400,0.0,0.0
2020-01-17 00:00:00+05:30,640.875,642.4500122070312,635.9500122070312,639.0750122070312,605.3162841796875,16918814,0.0,0.0
2020-01-20 00:00:00+05:30,652.4249877929688,652.4249877929688,626.25,627.4500122070312,594.3052978515625,22178450,0.0,0.0
2020-01-21 00:00:00+05:30,625.0,625.0,619.2000122070312,622.1749877929688,589.3089599609375,14984804,0.0,0.0
2020-01-22 00:00:00+05:30,624.0250244140625,627.5,617.2000122070312,620.4249877929688,587.6514892578125,18368310,0.0,0.0
2020-01-23 00:00:00+05:30,620.0,623.4249877929688,615.5,622.4249877929688,589.545654296875,11508920,0.0,0.0
2020-01-24 00:00:00+05:30,623.0,627.0,619.5499877929688,622.2750244140625,589.4037475585938,11831756,0.0,0.0
2020-01-27 00:00:00+05:30,617.5,617.5,605.875,606.5999755859375,574.5567016601562,18888552,0.0,0.0
2020-01-28 00:00:00+05:30,609.4000244140625,613.9000244140625,606.625,611.5999755859375,579.2925415039062,13412158,0.0,0.0
2020-01-29 00:00:00+05:30,612.6500244140625,621.0,611.125,617.9249877929688,585.2835083007812,13788350,0.0,0.0
2020-01-30 00:00:00+05:30,619.4749755859375,619.4749755859375,608.5999755859375,613.0250244140625,580.642333984375,12111984,0.0,0.0
2020-01-31 00:00:00+05:30,615.7249755859375,618.9000244140625,610.125,613.1500244140625,580.7608032226562,11178268,0.0,0.0
2020-02-03 00:00:00+05:30,598.5,598.9749755859375,588.8499755859375,596.4000244140625,564.8955688476562,13077010,0.0,0.0
2020-02-04 00:00:00+05:30,599.0,617.0,599.0,614.9000244140625,582.4183349609375,20897704,0.0,0.0
2020-02-05 00:00:00+05:30,617.4500122070312,624.0,613.6500244140625,622.3250122070312,589.4510498046875,18020682,0.0,0.0
2020-02-06 00:00:00+05:30,622.3250122070312,624.3499755859375,618.5999755859375,619.9000244140625,587.1541748046875,11827550,0.0,0.0
2020-02-07 00:00:00+05:30,623.0,623.5,615.7999877929688,621.0999755859375,588.290771484375,6815448,0.0,0.0
2020-02-10 00:00:00+05:30,621.4749755859375,621.4749755859375,613.0250244140625,620.1500244140625,587.3910522460938,9219834,0.0,0.0
2020-02-11 00:00:00+05:30,621.6500244140625,627.5,619.0250244140625,620.2999877929688,587.5330200195312,11613520,0.0,0.0
2020-02-12 00:00:00+05:30,622.5999755859375,626.4500122070312,622.0250244140625,624.5,591.5111694335938,6297930,0.0,0.0
2020-02-13 00:00:00+05:30,629.9500122070312,629.9500122070312,616.7999877929688,620.7000122070312,587.9119873046875,9112140,0.0,0.0
2020-02-14 00:00:00+05:30,621.5999755859375,624.2000122070312,607.5,609.6749877929688,577.4692993164062,14688858,0.0,0.0
2020-02-17 00:00:00+05:30,612.5,616.5,607.2249755859375,608.5750122070312,576.4274291992188,10152690,0.0,0.0
2020-02-18 00:00:00+05:30,608.4500122070312,609.25,601.75,606.625,574.5803833007812,10529116,0.0,0.0
2020-02-19 00:00:00+05:30,611.25,615.0,606.9500122070312,613.5999755859375,581.1869506835938,10012268,0.0,0.0
2020-02-20 00:00:00+05:30,615.0,615.0,607.0499877929688,608.5499877929688,576.4036865234375,11123414,0.0,0.0
2020-02-24 00:00:00+05:30,604.4749755859375,607.375,600.0,604.9749755859375,573.0175170898438,16568084,0.0,0.0
2020-02-25 00:00:00+05:30,602.0,604.5,599.0,600.1500244140625,568.4474487304688,13886680,0.0,0.0
2020-02-26 00:00:00+05:30,598.75,602.3499755859375,592.8250122070312,599.625,567.9501953125,13814786,0.0,0.0
